GO.ID	term	gProfiler.p_value	clustProfiler.p_value	topGO.p_value	significant_count	included_count
GO:0050968	detection of chemical stimulus involved ...	NA	NA	1	0	1
GO:0051005	negative regulation of lipoprotein lipas...	NA	NA	1	0	1
GO:0051040	regulation of calcium-independent cell-c...	NA	NA	1	0	1
GO:0051041	positive regulation of calcium-independe...	NA	NA	1	0	1
GO:0051042	negative regulation of calcium-independe...	NA	NA	1	0	1
GO:0051083	'de novo' cotranslational protein foldin...	NA	NA	1	0	1
GO:0051102	DNA ligation involved in DNA recombinati...	NA	NA	1	0	1
GO:0051121	hepoxilin metabolic process	NA	NA	1	0	1
GO:0051122	hepoxilin biosynthetic process	NA	NA	1	0	1
GO:0051160	xylitol catabolic process	NA	NA	1	0	1
GO:0051164	xylitol metabolic process	NA	NA	1	0	1
GO:0051256	mitotic spindle midzone assembly	NA	NA	1	0	1
GO:0051308	male meiosis chromosome separation	NA	NA	1	0	1
GO:0051355	proprioception involved in equilibriocep...	NA	NA	1	0	1
GO:0051365	cellular response to potassium ion starv...	NA	NA	1	0	1
GO:0051394	regulation of nerve growth factor recept...	NA	NA	1	0	1
GO:0051410	detoxification of nitrogen compound	NA	NA	1	0	1
GO:0051413	response to cortisone	NA	NA	1	0	1
GO:0051415	microtubule nucleation by interphase mic...	NA	NA	1	0	1
GO:0051460	negative regulation of corticotropin sec...	NA	NA	1	0	1
GO:0051464	positive regulation of cortisol secretio...	NA	NA	1	0	1
GO:0051466	positive regulation of corticotropin-rel...	NA	NA	1	0	1
GO:0051542	elastin biosynthetic process	NA	NA	1	0	1
GO:0051543	regulation of elastin biosynthetic proce...	NA	NA	1	0	1
GO:0051545	negative regulation of elastin biosynthe...	NA	NA	1	0	1
GO:0051552	flavone metabolic process	NA	NA	1	0	1
GO:0051585	negative regulation of dopamine uptake i...	NA	NA	1	0	1
GO:0051586	positive regulation of dopamine uptake i...	NA	NA	1	0	1
GO:0051615	histamine uptake	NA	NA	1	0	1
GO:0051622	negative regulation of norepinephrine up...	NA	NA	1	0	1
GO:0051625	epinephrine uptake	NA	NA	1	0	1
GO:0051630	acetylcholine uptake	NA	NA	1	0	1
GO:0051631	regulation of acetylcholine uptake	NA	NA	1	0	1
GO:0051638	barbed-end actin filament uncapping	NA	NA	1	0	1
GO:0051659	maintenance of mitochondrion location	NA	NA	1	0	1
GO:0051673	disruption of plasma membrane integrity ...	NA	NA	1	0	1
GO:0051695	actin filament uncapping	NA	NA	1	0	1
GO:0051758	homologous chromosome movement towards s...	NA	NA	1	0	1
GO:0051796	negative regulation of timing of catagen	NA	NA	1	0	1
GO:0051799	negative regulation of hair follicle dev...	NA	NA	1	0	1
GO:0051877	pigment granule aggregation in cell cent...	NA	NA	1	0	1
GO:0051878	lateral element assembly	NA	NA	1	0	1
GO:0051885	positive regulation of timing of anagen	NA	NA	1	0	1
GO:0051886	negative regulation of timing of anagen	NA	NA	1	0	1
GO:0051913	regulation of synaptic plasticity by che...	NA	NA	1	0	1
GO:0051914	positive regulation of synaptic plastici...	NA	NA	1	0	1
GO:0051915	induction of synaptic plasticity by chem...	NA	NA	1	0	1
GO:0051919	positive regulation of fibrinolysis	NA	NA	1	0	1
GO:0051944	positive regulation of catecholamine upt...	NA	NA	1	0	1
GO:0051945	negative regulation of catecholamine upt...	NA	NA	1	0	1
GO:0051958	methotrexate transport	NA	NA	1	0	1
GO:0051964	negative regulation of synapse assembly	NA	NA	1	0	1
GO:0052041	symbiont-mediated suppression of host pr...	NA	NA	1	0	1
GO:0052314	phytoalexin metabolic process	NA	NA	1	0	1
GO:0052373	suppression of symbiont entry into host	NA	NA	1	0	1
GO:0052403	negative regulation by host of symbiont ...	NA	NA	1	0	1
GO:0052696	flavonoid glucuronidation	NA	NA	1	0	1
GO:0052697	xenobiotic glucuronidation	NA	NA	1	0	1
GO:0055009	atrial cardiac muscle tissue morphogenes...	NA	NA	1	0	1
GO:0055011	atrial cardiac muscle cell differentiati...	NA	NA	1	0	1
GO:0055014	atrial cardiac muscle cell development	NA	NA	1	0	1
GO:0055018	regulation of cardiac muscle fiber devel...	NA	NA	1	0	1
GO:0055020	positive regulation of cardiac muscle fi...	NA	NA	1	0	1
GO:0055095	lipoprotein particle mediated signaling	NA	NA	1	0	1
GO:0055096	low-density lipoprotein particle mediate...	NA	NA	1	0	1
GO:0055111	ingression involved in gastrulation with...	NA	NA	1	0	1
GO:0055113	epiboly involved in gastrulation with mo...	NA	NA	1	0	1
GO:0055130	D-alanine catabolic process	NA	NA	1	0	1
GO:0060005	vestibular reflex	NA	NA	1	0	1
GO:0060007	linear vestibuloocular reflex	NA	NA	1	0	1
GO:0060012	synaptic transmission, glycinergic	NA	NA	1	0	1
GO:0060014	granulosa cell differentiation	NA	NA	1	0	1
GO:0060018	astrocyte fate commitment	NA	NA	1	0	1
GO:0060032	notochord regression	NA	NA	1	0	1
GO:0060051	negative regulation of protein glycosyla...	NA	NA	1	0	1
GO:0060064	Spemann organizer formation at the anter...	NA	NA	1	0	1
GO:0060067	cervix development	NA	NA	1	0	1
GO:0060082	eye blink reflex	NA	NA	1	0	1
GO:0060084	synaptic transmission involved in mictur...	NA	NA	1	0	1
GO:0060092	regulation of synaptic transmission, gly...	NA	NA	1	0	1
GO:0060094	positive regulation of synaptic transmis...	NA	NA	1	0	1
GO:0060097	cytoskeletal rearrangement involved in p...	NA	NA	1	0	1
GO:0060101	negative regulation of phagocytosis, eng...	NA	NA	1	0	1
GO:0060112	generation of ovulation cycle rhythm	NA	NA	1	0	1
GO:0060114	vestibular receptor cell differentiation	NA	NA	1	0	1
GO:0060116	vestibular receptor cell morphogenesis	NA	NA	1	0	1
GO:0060118	vestibular receptor cell development	NA	NA	1	0	1
GO:0060121	vestibular receptor cell stereocilium or...	NA	NA	1	0	1
GO:0060126	somatotropin secreting cell differentiat...	NA	NA	1	0	1
GO:0060127	prolactin secreting cell differentiation	NA	NA	1	0	1
GO:0060133	somatotropin secreting cell development	NA	NA	1	0	1
GO:0060137	maternal process involved in parturition	NA	NA	1	0	1
GO:0060151	peroxisome localization	NA	NA	1	0	1
GO:0060152	microtubule-based peroxisome localizatio...	NA	NA	1	0	1
GO:0060156	milk ejection reflex	NA	NA	1	0	1
GO:0060164	regulation of timing of neuron different...	NA	NA	1	0	1
GO:0060165	regulation of timing of subpallium neuro...	NA	NA	1	0	1
GO:0060166	olfactory pit development	NA	NA	1	0	1
GO:0060168	positive regulation of adenosine recepto...	NA	NA	1	0	1
GO:0060174	limb bud formation	NA	NA	1	0	1
GO:0060183	apelin receptor signaling pathway	NA	NA	1	0	1
GO:0060197	cloacal septation	NA	NA	1	0	1
GO:0060214	endocardium formation	NA	NA	1	0	1
GO:0060217	hemangioblast cell differentiation	NA	NA	1	0	1
GO:0060220	camera-type eye photoreceptor cell fate ...	NA	NA	1	0	1
GO:0060243	negative regulation of cell growth invol...	NA	NA	1	0	1
GO:0060254	regulation of N-terminal protein palmito...	NA	NA	1	0	1
GO:0060262	negative regulation of N-terminal protei...	NA	NA	1	0	1
GO:0060278	regulation of ovulation	NA	NA	1	0	1
GO:0060279	positive regulation of ovulation	NA	NA	1	0	1
GO:0060280	negative regulation of ovulation	NA	NA	1	0	1
GO:0060281	regulation of oocyte development	NA	NA	1	0	1
GO:0060282	positive regulation of oocyte developmen...	NA	NA	1	0	1
GO:0060283	negative regulation of oocyte developmen...	NA	NA	1	0	1
GO:0060298	positive regulation of sarcomere organiz...	NA	NA	1	0	1
GO:0060299	negative regulation of sarcomere organiz...	NA	NA	1	0	1
GO:0060300	regulation of cytokine activity	NA	NA	1	0	1
GO:0060302	negative regulation of cytokine activity	NA	NA	1	0	1
GO:0060309	elastin catabolic process	NA	NA	1	0	1
GO:0060310	regulation of elastin catabolic process	NA	NA	1	0	1
GO:0060311	negative regulation of elastin catabolic...	NA	NA	1	0	1
GO:0060327	cytoplasmic actin-based contraction invo...	NA	NA	1	0	1
GO:0060355	positive regulation of cell adhesion mol...	NA	NA	1	0	1
GO:0060366	lambdoid suture morphogenesis	NA	NA	1	0	1
GO:0060367	sagittal suture morphogenesis	NA	NA	1	0	1
GO:0060370	susceptibility to T cell mediated cytoto...	NA	NA	1	0	1
GO:0060371	regulation of atrial cardiac muscle cell...	NA	NA	1	0	1
GO:0060376	positive regulation of mast cell differe...	NA	NA	1	0	1
GO:0060378	regulation of brood size	NA	NA	1	0	1
GO:0060383	positive regulation of DNA strand elonga...	NA	NA	1	0	1
GO:0060404	axonemal microtubule depolymerization	NA	NA	1	0	1
GO:0060406	positive regulation of penile erection	NA	NA	1	0	1
GO:0060432	lung pattern specification process	NA	NA	1	0	1
GO:0060436	bronchiole morphogenesis	NA	NA	1	0	1
GO:0060437	lung growth	NA	NA	1	0	1
GO:0060450	positive regulation of hindgut contracti...	NA	NA	1	0	1
GO:0060455	negative regulation of gastric acid secr...	NA	NA	1	0	1
GO:0060459	left lung development	NA	NA	1	0	1
GO:0060460	left lung morphogenesis	NA	NA	1	0	1
GO:0060470	positive regulation of cytosolic calcium...	NA	NA	1	0	1
GO:0060480	lung goblet cell differentiation	NA	NA	1	0	1
GO:0060488	orthogonal dichotomous subdivision of te...	NA	NA	1	0	1
GO:0060489	planar dichotomous subdivision of termin...	NA	NA	1	0	1
GO:0060490	lateral sprouting involved in lung morph...	NA	NA	1	0	1
GO:0060495	cell-cell signaling involved in lung dev...	NA	NA	1	0	1
GO:0060496	mesenchymal-epithelial cell signaling in...	NA	NA	1	0	1
GO:0060503	bud dilation involved in lung branching	NA	NA	1	0	1
GO:0060506	smoothened signaling pathway involved in...	NA	NA	1	0	1
GO:0060516	primary prostatic bud elongation	NA	NA	1	0	1
GO:0060517	epithelial cell proliferation involved i...	NA	NA	1	0	1
GO:0060523	prostate epithelial cord elongation	NA	NA	1	0	1
GO:0060529	squamous basal epithelial stem cell diff...	NA	NA	1	0	1
GO:0060535	trachea cartilage morphogenesis	NA	NA	1	0	1
GO:0060549	regulation of fructose 1,6-bisphosphate ...	NA	NA	1	0	1
GO:0060550	positive regulation of fructose 1,6-bisp...	NA	NA	1	0	1
GO:0060551	regulation of fructose 1,6-bisphosphate ...	NA	NA	1	0	1
GO:0060552	positive regulation of fructose 1,6-bisp...	NA	NA	1	0	1
GO:0060573	cell fate specification involved in patt...	NA	NA	1	0	1
GO:0060577	pulmonary vein morphogenesis	NA	NA	1	0	1
GO:0060580	ventral spinal cord interneuron fate det...	NA	NA	1	0	1
GO:0060582	cell fate determination involved in patt...	NA	NA	1	0	1
GO:0060584	regulation of prostaglandin-endoperoxide...	NA	NA	1	0	1
GO:0060585	positive regulation of prostaglandin-end...	NA	NA	1	0	1
GO:0060587	regulation of lipoprotein lipid oxidatio...	NA	NA	1	0	1
GO:0060588	negative regulation of lipoprotein lipid...	NA	NA	1	0	1
GO:0060592	mammary gland formation	NA	NA	1	0	1
GO:0060594	mammary gland specification	NA	NA	1	0	1
GO:0060595	fibroblast growth factor receptor signal...	NA	NA	1	0	1
GO:0060596	mammary placode formation	NA	NA	1	0	1
GO:0060598	dichotomous subdivision of terminal unit...	NA	NA	1	0	1
GO:0060611	mammary gland fat development	NA	NA	1	0	1
GO:0060615	mammary gland bud formation	NA	NA	1	0	1
GO:0060618	nipple development	NA	NA	1	0	1
GO:0060620	regulation of cholesterol import	NA	NA	1	0	1
GO:0060621	negative regulation of cholesterol impor...	NA	NA	1	0	1
GO:0060648	mammary gland bud morphogenesis	NA	NA	1	0	1
GO:0060658	nipple morphogenesis	NA	NA	1	0	1
GO:0060667	branch elongation involved in salivary g...	NA	NA	1	0	1
GO:0060668	regulation of branching involved in sali...	NA	NA	1	0	1
GO:0060671	epithelial cell differentiation involved...	NA	NA	1	0	1
GO:0060672	epithelial cell morphogenesis involved i...	NA	NA	1	0	1
GO:0060681	branch elongation involved in ureteric b...	NA	NA	1	0	1
GO:0060682	primary ureteric bud growth	NA	NA	1	0	1
GO:0060694	regulation of cholesterol transporter ac...	NA	NA	1	0	1
GO:0060695	negative regulation of cholesterol trans...	NA	NA	1	0	1
GO:0060708	spongiotrophoblast differentiation	NA	NA	1	0	1
GO:0060719	chorionic trophoblast cell development	NA	NA	1	0	1
GO:0060720	spongiotrophoblast cell proliferation	NA	NA	1	0	1
GO:0060721	regulation of spongiotrophoblast cell pr...	NA	NA	1	0	1
GO:0060722	cell proliferation involved in embryonic...	NA	NA	1	0	1
GO:0060723	regulation of cell proliferation involve...	NA	NA	1	0	1
GO:0060730	regulation of intestinal epithelial stru...	NA	NA	1	0	1
GO:0060731	positive regulation of intestinal epithe...	NA	NA	1	0	1
GO:0060737	prostate gland morphogenetic growth	NA	NA	1	0	1
GO:0060738	epithelial-mesenchymal signaling involve...	NA	NA	1	0	1
GO:0060752	intestinal phytosterol absorption	NA	NA	1	0	1
GO:0060764	cell-cell signaling involved in mammary ...	NA	NA	1	0	1
GO:0060781	mesenchymal cell proliferation involved ...	NA	NA	1	0	1
GO:0060782	regulation of mesenchymal cell prolifera...	NA	NA	1	0	1
GO:0060783	mesenchymal smoothened signaling pathway...	NA	NA	1	0	1
GO:0060784	regulation of cell proliferation involve...	NA	NA	1	0	1
GO:0060792	sweat gland development	NA	NA	1	0	1
GO:0060802	epiblast cell-extraembryonic ectoderm ce...	NA	NA	1	0	1
GO:0060853	Notch signaling pathway involved in arte...	NA	NA	1	0	1
GO:0060854	branching involved in lymph vessel morph...	NA	NA	1	0	1
GO:0060857	establishment of glial blood-brain barri...	NA	NA	1	0	1
GO:0060873	anterior semicircular canal development	NA	NA	1	0	1
GO:0060875	lateral semicircular canal development	NA	NA	1	0	1
GO:0060876	semicircular canal formation	NA	NA	1	0	1
GO:0060879	semicircular canal fusion	NA	NA	1	0	1
GO:0060903	positive regulation of meiosis I	NA	NA	1	0	1
GO:0060913	cardiac cell fate determination	NA	NA	1	0	1
GO:0060915	mesenchymal cell differentiation involve...	NA	NA	1	0	1
GO:0060921	sinoatrial node cell differentiation	NA	NA	1	0	1
GO:0060927	cardiac pacemaker cell fate commitment	NA	NA	1	0	1
GO:0060929	atrioventricular node cell fate commitme...	NA	NA	1	0	1
GO:0060930	sinoatrial node cell fate commitment	NA	NA	1	0	1
GO:0060931	sinoatrial node cell development	NA	NA	1	0	1
GO:0060932	His-Purkinje system cell differentiation	NA	NA	1	0	1
GO:0060945	cardiac neuron differentiation	NA	NA	1	0	1
GO:0060957	endocardial cell fate commitment	NA	NA	1	0	1
GO:0060974	cell migration involved in heart formati...	NA	NA	1	0	1
GO:0060975	cardioblast migration to the midline inv...	NA	NA	1	0	1
GO:0060980	cell migration involved in coronary vasc...	NA	NA	1	0	1
GO:0060981	cell migration involved in coronary angi...	NA	NA	1	0	1
GO:0060989	lipid tube assembly involved in organell...	NA	NA	1	0	1
GO:0061017	hepatoblast differentiation	NA	NA	1	0	1
GO:0061027	umbilical cord development	NA	NA	1	0	1
GO:0061033	secretion by lung epithelial cell involv...	NA	NA	1	0	1
GO:0061051	positive regulation of cell growth invol...	NA	NA	1	0	1
GO:0061054	dermatome development	NA	NA	1	0	1
GO:0061056	sclerotome development	NA	NA	1	0	1
GO:0061078	positive regulation of prostaglandin sec...	NA	NA	1	0	1
GO:0061100	lung neuroendocrine cell differentiation	NA	NA	1	0	1
GO:0061102	stomach neuroendocrine cell differentiat...	NA	NA	1	0	1
GO:0061103	carotid body glomus cell differentiation	NA	NA	1	0	1
GO:0061104	adrenal chromaffin cell differentiation	NA	NA	1	0	1
GO:0061105	regulation of stomach neuroendocrine cel...	NA	NA	1	0	1
GO:0061106	negative regulation of stomach neuroendo...	NA	NA	1	0	1
GO:0061107	seminal vesicle development	NA	NA	1	0	1
GO:0061108	seminal vesicle epithelium development	NA	NA	1	0	1
GO:0061113	pancreas morphogenesis	NA	NA	1	0	1
GO:0061114	branching involved in pancreas morphogen...	NA	NA	1	0	1
GO:0061115	lung proximal/distal axis specification	NA	NA	1	0	1
GO:0061143	alveolar primary septum development	NA	NA	1	0	1
GO:0061163	endoplasmic reticulum polarization	NA	NA	1	0	1
GO:0061168	regulation of hair follicle placode form...	NA	NA	1	0	1
GO:0061170	negative regulation of hair follicle pla...	NA	NA	1	0	1
GO:0061172	regulation of establishment of bipolar c...	NA	NA	1	0	1
GO:0061183	regulation of dermatome development	NA	NA	1	0	1
GO:0061184	positive regulation of dermatome develop...	NA	NA	1	0	1
GO:0061185	negative regulation of dermatome develop...	NA	NA	1	0	1
GO:0061189	positive regulation of sclerotome develo...	NA	NA	1	0	1
GO:0061190	regulation of sclerotome development	NA	NA	1	0	1
GO:0061193	taste bud development	NA	NA	1	0	1
GO:0061205	paramesonephric duct development	NA	NA	1	0	1
GO:0061206	mesonephros morphogenesis	NA	NA	1	0	1
GO:0061215	mesonephric nephron development	NA	NA	1	0	1
GO:0061218	negative regulation of mesonephros devel...	NA	NA	1	0	1
GO:0061227	pattern specification involved in mesone...	NA	NA	1	0	1
GO:0061228	mesonephric nephron morphogenesis	NA	NA	1	0	1
GO:0061235	mesenchymal stem cell maintenance involv...	NA	NA	1	0	1
GO:0061295	regulation of mesenchymal cell apoptotic...	NA	NA	1	0	1
GO:0061296	negative regulation of mesenchymal cell ...	NA	NA	1	0	1
GO:0061302	smooth muscle cell-matrix adhesion	NA	NA	1	0	1
GO:0061325	cell proliferation involved in outflow t...	NA	NA	1	0	1
GO:0061360	optic chiasma development	NA	NA	1	0	1
GO:0061364	apoptotic process involved in luteolysis	NA	NA	1	0	1
GO:0061366	behavioral response to chemical pain	NA	NA	1	0	1
GO:0061367	behavioral response to acetic acid induc...	NA	NA	1	0	1
GO:0061368	behavioral response to formalin induced ...	NA	NA	1	0	1
GO:0061369	negative regulation of testicular blood ...	NA	NA	1	0	1
GO:0061373	mammillary axonal complex development	NA	NA	1	0	1
GO:0061374	mammillothalamic axonal tract developmen...	NA	NA	1	0	1
GO:0061378	corpora quadrigemina development	NA	NA	1	0	1
GO:0061379	inferior colliculus development	NA	NA	1	0	1
GO:0061381	cell migration in diencephalon	NA	NA	1	0	1
GO:0061443	endocardial cushion cell differentiation	NA	NA	1	0	1
GO:0061444	endocardial cushion cell development	NA	NA	1	0	1
GO:0061445	endocardial cushion cell fate commitment	NA	NA	1	0	1
GO:0061451	retrotrapezoid nucleus development	NA	NA	1	0	1
GO:0061452	retrotrapezoid nucleus neuron differenti...	NA	NA	1	0	1
GO:0061514	interleukin-34-mediated signaling pathwa...	NA	NA	1	0	1
GO:0061516	monocyte proliferation	NA	NA	1	0	1
GO:0061573	actin filament bundle retrograde transpo...	NA	NA	1	0	1
GO:0061591	calcium activated galactosylceramide scr...	NA	NA	1	0	1
GO:0061642	chemoattraction of axon	NA	NA	1	0	1
GO:0061643	chemorepulsion of axon	NA	NA	1	0	1
GO:0061670	evoked neurotransmitter secretion	NA	NA	1	0	1
GO:0061682	seminal vesicle morphogenesis	NA	NA	1	0	1
GO:0061691	detoxification of hydrogen peroxide	NA	NA	1	0	1
GO:0061692	cellular detoxification of hydrogen pero...	NA	NA	1	0	1
GO:0061739	protein lipidation involved in autophago...	NA	NA	1	0	1
GO:0061772	xenobiotic transport across blood-nerve ...	NA	NA	1	0	1
GO:0061789	dense core granule priming	NA	NA	1	0	1
GO:0061819	telomeric DNA-containing double minutes ...	NA	NA	1	0	1
GO:0061837	neuropeptide processing	NA	NA	1	0	1
GO:0061853	regulation of neuroblast migration	NA	NA	1	0	1
GO:0061855	negative regulation of neuroblast migrat...	NA	NA	1	0	1
GO:0061890	positive regulation of astrocyte activat...	NA	NA	1	0	1
GO:0061910	autophagosome-endosome fusion	NA	NA	1	0	1
GO:0061930	regulation of erythrocyte enucleation	NA	NA	1	0	1
GO:0061931	positive regulation of erythrocyte enucl...	NA	NA	1	0	1
GO:0061938	protein localization to somatodendritic ...	NA	NA	1	0	1
GO:0061939	c-di-GMP signaling	NA	NA	1	0	1
GO:0061956	penetration of cumulus oophorus	NA	NA	1	0	1
GO:0061973	membrane bone morphogenesis	NA	NA	1	0	1
GO:0061974	perichondral bone morphogenesis	NA	NA	1	0	1
GO:0061999	regulation of cardiac endothelial to mes...	NA	NA	1	0	1
GO:0062000	positive regulation of cardiac endotheli...	NA	NA	1	0	1
GO:0062035	sensory perception of cold stimulus	NA	NA	1	0	1
GO:0062112	fatty acid primary amide biosynthetic pr...	NA	NA	1	0	1
GO:0062126	fatty acid primary amide metabolic proce...	NA	NA	1	0	1
GO:0062170	lutein metabolic process	NA	NA	1	0	1
GO:0062172	lutein catabolic process	NA	NA	1	0	1
GO:0062175	brexanolone catabolic process	NA	NA	1	0	1
GO:0062177	radial spoke assembly	NA	NA	1	0	1
GO:0062234	platelet activating factor catabolic pro...	NA	NA	1	0	1
GO:0070093	negative regulation of glucagon secretio...	NA	NA	1	0	1
GO:0070158	mitochondrial seryl-tRNA aminoacylation	NA	NA	1	0	1
GO:0070159	mitochondrial threonyl-tRNA aminoacylati...	NA	NA	1	0	1
GO:0070178	D-serine metabolic process	NA	NA	1	0	1
GO:0070179	D-serine biosynthetic process	NA	NA	1	0	1
GO:0070246	natural killer cell apoptotic process	NA	NA	1	0	1
GO:0070247	regulation of natural killer cell apopto...	NA	NA	1	0	1
GO:0070253	somatostatin secretion	NA	NA	1	0	1
GO:0070268	cornification	NA	NA	1	0	1
GO:0070285	pigment cell development	NA	NA	1	0	1
GO:0070339	response to bacterial lipopeptide	NA	NA	1	0	1
GO:0070340	detection of bacterial lipopeptide	NA	NA	1	0	1
GO:0070343	white fat cell proliferation	NA	NA	1	0	1
